id,model,move_id:id,name,account_id:id,date,ref,debit,credit,journal_id:id,period_id:id,account_tax_id,analytics_id:id
str,str,ref,str,search;code,str,str,str,str,ref,ref,search;code,ref
aml_cicsa_116,account.move.line,am_cicsa_19000000016,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",11203107,2014-01-16,,4735.3,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_117,account.move.line,am_cicsa_19000000016,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",20140101,2014-01-16,,,94.71,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_118,account.move.line,am_cicsa_19000000016,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",20101002,2014-01-16,,,4640.59,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_119,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,77101001,2014-01-16,,8403.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_120,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,20140101,2014-01-16,,,168.06,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_121,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,20101002,2014-01-16,,,8235.14,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_122,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,77101001,2014-01-16,,26729.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_123,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,20140101,2014-01-16,,,534.58,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_124,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,20101002,2014-01-16,,,26194.62,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_125,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,77101001,2014-01-16,,25889.6,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_126,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,20140101,2014-01-16,,,517.79,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_127,account.move.line,am_cicsa_19000000017,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,20101002,2014-01-16,,,25371.81,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_128,account.move.line,am_cicsa_19000000018,Anticipo otorgado al Hotel Punta Palma para preparar Comité Directivo 30/01/14,15110001,2014-01-22,,64590.87,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_129,account.move.line,am_cicsa_19000000018,Anticipo otorgado al Hotel Punta Palma para preparar Comité Directivo 30/01/14,20101002,2014-01-22,,,64590.87,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_130,account.move.line,am_cicsa_19000000019,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,11203103,2014-01-23,,2288420.26,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_131,account.move.line,am_cicsa_19000000019,Tasa/Financiamiento 6% Fact 3191/ Caribean Port.,11203103,2014-01-23,,137305.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_132,account.move.line,am_cicsa_19000000019,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,11203113,2014-01-23,,16476.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_133,account.move.line,am_cicsa_19000000019,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20140109,2014-01-23,,,12357.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_134,account.move.line,am_cicsa_19000000019,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20140101,2014-01-23,,,2746.1,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_135,account.move.line,am_cicsa_19000000019,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20101002,2014-01-23,,,2427098.54,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_136,account.move.line,am_cicsa_19000000020,"Gtos reemb. Sevicio Maquina (Jaiba) y Servicios Lowboy -Logiscarm, c.a Fact. 3190/Caribean Port",11203103,2014-01-23,,298160,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_137,account.move.line,am_cicsa_19000000020,"(Iva fact 05500 Logiscarm, C.A). Fact 3190/ Caribean Port",11203113,2014-01-23,,35779.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_138,account.move.line,am_cicsa_19000000020,Almacenaje y Preliquidacion fecha 22-01-14  Fact. 3190/Caribean Port,11203103,2014-01-23,,536595.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_139,account.move.line,am_cicsa_19000000020,"IVA fact 05505 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,64391.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_140,account.move.line,am_cicsa_19000000020,Servicio Obrero en Morichal  Fact. 3190/Caribean Port,11203103,2014-01-23,,26053.76,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_141,account.move.line,am_cicsa_19000000020,"(Iva fact 05507 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,3126.45,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_142,account.move.line,am_cicsa_19000000020,Viajes Chuto- Batea Fact. 3190/Caribean Port,11203103,2014-01-23,,1310400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_143,account.move.line,am_cicsa_19000000020,"(Iva fact 05503 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,157248,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_144,account.move.line,am_cicsa_19000000020,Iva  Fact. 3190/Caribean Port,11203103,2014-01-23,,145905.23,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_145,account.move.line,am_cicsa_19000000020,Iva  Fact. 3190/Caribean Port,11203113,2014-01-23,,17508.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_146,account.move.line,am_cicsa_19000000020,Ret de IVA Fact. 3190/Caribean Port,20140109,2014-01-23,,,13131.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_147,account.move.line,am_cicsa_19000000020,Retencion de ISLR Fact. 3190/Caribean Port,20140101,2014-01-23,,,2918.1,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_148,account.move.line,am_cicsa_19000000020,Cuentas por pagar Fact. 3190/Caribean Port,20101002,2014-01-23,,,2579118.11,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_149,account.move.line,am_cicsa_19000000021,"15 Variador de Velocidad VSD 115 VAC PN: 132 Kw, IN 192 A Fact. 1186/ Controles Electricos Panama, S.A",11213103,2014-01-23,,2288087.87,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_150,account.move.line,am_cicsa_19000000021,"3 VSD Power- House (5 VSD Slots Capacity) Fact. 1186/ Controles Electricos Panama, S.A",11213103,2014-01-23,,517608.06,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_151,account.move.line,am_cicsa_19000000021," Fact. 1186/ Controles Electricos Panama, S.A",20101102,2014-01-23,,,2805695.93,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_152,account.move.line,am_cicsa_19000000022,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,73121003,2014-01-23,,37790.95,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_153,account.move.line,am_cicsa_19000000022,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,11203114,2014-01-23,,4534.91,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_154,account.move.line,am_cicsa_19000000022,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,20140109,2014-01-23,,,4534.91,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_155,account.move.line,am_cicsa_19000000022,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,20101002,2014-01-23,,,37790.95,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_156,account.move.line,am_cicsa_19000000022,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,73121003,2014-01-23,,32042.47,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_157,account.move.line,am_cicsa_19000000022,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,11203114,2014-01-23,,3844.83,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_158,account.move.line,am_cicsa_19000000022,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,20140109,2014-01-23,,,3844.83,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_159,account.move.line,am_cicsa_19000000022,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,20101002,2014-01-23,,,32042.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_160,account.move.line,am_cicsa_19000000023,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",73149002,2014-01-23,,156.25,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_161,account.move.line,am_cicsa_19000000023,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",11203114,2014-01-23,,18.75,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_162,account.move.line,am_cicsa_19000000023,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20140109,2014-01-23,,,14.06,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_163,account.move.line,am_cicsa_19000000023,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20140101,2014-01-23,,,3.13,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_164,account.move.line,am_cicsa_19000000023,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20101002,2014-01-23,,,157.81,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_165,account.move.line,am_cicsa_19000000024,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,73301001,2014-01-23,,21163,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_166,account.move.line,am_cicsa_19000000024,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,11203114,2014-01-23,,2539.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_167,account.move.line,am_cicsa_19000000024,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20140109,2014-01-23,,,1904.67,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_168,account.move.line,am_cicsa_19000000024,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20140101,2014-01-23,,,1058.15,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_169,account.move.line,am_cicsa_19000000024,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20101002,2014-01-23,,,20739.74,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_170,account.move.line,am_cicsa_19000000025,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,77101001,2014-01-23,,7971.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_171,account.move.line,am_cicsa_19000000025,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,20140101,2014-01-23,,,159.42,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_172,account.move.line,am_cicsa_19000000025,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,20101002,2014-01-23,,,7811.78,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_173,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,77101001,2014-01-23,,5622.9,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_174,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,20140101,2014-01-23,,,112.46,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_175,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,20101002,2014-01-23,,,5510.44,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_176,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,77101001,2014-01-23,,1050.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_177,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,20140101,2014-01-23,,,21,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_178,account.move.line,am_cicsa_19000000026,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,20101002,2014-01-23,,,1029.2,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_179,account.move.line,am_cicsa_19000000027,Viajes Chuto- Batea Fact 3188/ Caribean Port.,11203113,2014-01-23,,14400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_180,account.move.line,am_cicsa_19000000027,"( Gto reemb Iva fact 05502 Logiscarm, C.A) Fact 3188/ Caribean Port.",11203103,2014-01-23,,1728,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_181,account.move.line,am_cicsa_19000000027,"Almacenaje, Vigilancia, Maquina de Despacho. Fact 3188/ Caribean Port.",11203113,2014-01-23,,5299.54,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_182,account.move.line,am_cicsa_19000000027,"( Gto reemb Iva fact 05501 Logiscarm, C.A) Fact 3188/ Caribean Port.",11203103,2014-01-23,,635.94,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_183,account.move.line,am_cicsa_19000000027,Gastos Administrativos  Fact 3188/ Caribean Port.,11203113,2014-01-23,,1323.81,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_184,account.move.line,am_cicsa_19000000027,Carebean Port Iva Fact 3188/ Caribean Port.,11203103,2014-01-23,,158.86,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_185,account.move.line,am_cicsa_19000000027,Fact 3188/ Caribean Port.,20140109,2014-01-23,,,119.15,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_186,account.move.line,am_cicsa_19000000027,Fact 3188/ Caribean Port.,20140101,2014-01-23,,,26.48,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_187,account.move.line,am_cicsa_19000000027,Fact 3188/ Caribean Port.,20101002,2014-01-23,,,23400.52,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_188,account.move.line,am_cicsa_19000000028,Servicio Telefonico Diciembre / CANTV,73121003,2014-01-23,,2628.46,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_189,account.move.line,am_cicsa_19000000028,12% Iva  Nro  F000233624286 Serie A / CANTV,11203114,2014-01-23,,315.42,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_190,account.move.line,am_cicsa_19000000028,100% Iva  Nro  F000233624286   Serie A / CANTV,20140109,2014-01-23,,,315.42,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_191,account.move.line,am_cicsa_19000000028,Cantv  Nro  F000233624286  Serie A / CANTV,20101002,2014-01-23,,,2628.46,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_192,account.move.line,am_cicsa_19000000029,"Sharepoint Foundation Enterprise 50 GB Dic 13 /ODS 00089. Fact 19368/ PrivateIP Services, C.A",73137002,2014-01-23,,15820,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_193,account.move.line,am_cicsa_19000000029,"IVA/ODS 00089. Fact 19368/ PrivateIP Services, C.A",11203114,2014-01-23,,1898.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_194,account.move.line,am_cicsa_19000000029,"RET IVA/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20140109,2014-01-23,,,1423.8,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_195,account.move.line,am_cicsa_19000000029,"RET ISLR/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20140101,2014-01-23,,,316.4,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_196,account.move.line,am_cicsa_19000000029,"/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20101002,2014-01-23,,,15978.2,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_197,account.move.line,am_cicsa_19000000029,"Servicio de Correo Exchange Empresarial Dic 2013 /ODS 00089. Fact 19369/ PrivateIP Services, C.A",73137002,2014-01-23,,10793.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_198,account.move.line,am_cicsa_19000000029,"IVA/ODS 00089. Fact 19369/ PrivateIP Services, C.A",11203114,2014-01-23,,1295.18,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_199,account.move.line,am_cicsa_19000000029,"RET IVA/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20140109,2014-01-23,,,971.39,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_200,account.move.line,am_cicsa_19000000029,"RET ISLR/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20140101,2014-01-23,,,215.86,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_201,account.move.line,am_cicsa_19000000029,"/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20101002,2014-01-23,,,10901.13,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_202,account.move.line,am_cicsa_19000000030,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,73135001,2014-01-24,,66542.73,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_203,account.move.line,am_cicsa_19000000030,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,11203114,2014-01-24,,7985.13,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_204,account.move.line,am_cicsa_19000000030,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20140109,2014-01-24,,,5988.85,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_205,account.move.line,am_cicsa_19000000030,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20140101,2014-01-24,,,1330.85,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_206,account.move.line,am_cicsa_19000000030,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20101002,2014-01-24,,,67208.16,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_207,account.move.line,am_cicsa_19000000031,"JE 19/815 19/825/ 19/945  Accruals HH Delegated Activities Oct-Dec 2013. Fact 1232 /Repsol Venezuela, S.A.",20181001,2014-01-24,,1715618.08,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_208,account.move.line,am_cicsa_19000000031,"Iva Invoice nro 0001232 /Repsol Venezuela, S.A",11203113,2014-01-24,,205874.17,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_209,account.move.line,am_cicsa_19000000031,"75% Fact. Nro 0001232  /Repsol Venezuela S,A",20140109,2014-01-24,,,154405.63,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_210,account.move.line,am_cicsa_19000000031,Tax witholding Fact. 0001232/ Repsol Venzuela s.a,20140101,2014-01-24,,,85780.9,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_211,account.move.line,am_cicsa_19000000031,"Invoice Nro 0001232/ Repsol Venezuela, S.A.",20101002,2014-01-24,,,1681305.72,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_212,account.move.line,am_cicsa_19000000032,"Celulares Mes de Diciembre  del 2013/  Fact 43253598/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,16437.9,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_213,account.move.line,am_cicsa_19000000032,"Venta por cuenta de terceros/ Fact 43253598 /Telefónica Venezolana, C.A.",73121003,2014-01-24,,5.06,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_214,account.move.line,am_cicsa_19000000032,"Roaming Internacional /  Fact 43253598/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,785.37,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_215,account.move.line,am_cicsa_19000000032,"IVA Fact 43253598 / Telefónica Venezolana, C.A.",11203114,2014-01-24,,1972.55,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_216,account.move.line,am_cicsa_19000000032,"IVA Fact 43253598 / Telefónica Venezolana, C.A.",11203114,2014-01-24,,0.61,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_217,account.move.line,am_cicsa_19000000032,"Fact 43253598 / Telefónica Venezolana, C.A.",20140109,2014-01-24,,,1972.55,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_218,account.move.line,am_cicsa_19000000032,"Fact 43253598 / Telefónica Venezolana, C.A.",20140109,2014-01-24,,,0.61,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_219,account.move.line,am_cicsa_19000000032,"Fact 43253598 / Telefónica Venezolana, C.A.",20101002,2014-01-24,,,17228.33,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_220,account.move.line,am_cicsa_19000000032,"Tarjeta sin doble corte 128 KB/ Fact WOO730515/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,89.29,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_221,account.move.line,am_cicsa_19000000032,"Tarjeta sin doble corte 128 KB/ Fact WOO730515/ Telefónica Venezolana, C.A.",11203114,2014-01-24,,10.71,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_222,account.move.line,am_cicsa_19000000032,"Tarjeta sin doble corte 128 KB/ Fact WOO730515/ Telefónica Venezolana, C.A.",20140109,2014-01-24,,,10.71,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_223,account.move.line,am_cicsa_19000000032,"Tarjeta sin doble corte 128 KB/ Fact WOO730515/ Telefónica Venezolana, C.A.",20101002,2014-01-24,,,89.29,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_224,account.move.line,am_cicsa_19000000032,"Celulares Mes de Diciembre  del 2013/  Fact 44048286/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,15312.68,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_225,account.move.line,am_cicsa_19000000032,"Roaming Internacional/  Fact 44048286/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,2013.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_226,account.move.line,am_cicsa_19000000032,"IVA Fact 44048286/ Telefónica Venezolana, C.A.",11203114,2014-01-24,,1837.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_227,account.move.line,am_cicsa_19000000032,"Fact 44048286/ Telefónica Venezolana, C.A.",20140109,2014-01-24,,,1837.52,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_228,account.move.line,am_cicsa_19000000032,"Fact 44048286/ Telefónica Venezolana, C.A.",20101002,2014-01-24,,,17326.24,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_229,account.move.line,am_cicsa_19000000032,"Tarjeta sin NANO 128 KB/  Fact WOO753940/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,89.29,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
